name,url,create_time,spider_time,title,time,release_date,intro,genres,directors,writers,stars,actors
Ulysses (Ulisse) (1954),https://www.imdb.com/title/tt0047630/?ref_=fn_al_tt_1,2023-03-13 17:10:50.983904,2023-03-14 05:51:10.614598,Ulysses,1 hour 34 minutes,October 1955 ,,Adventure|Fantasy,Mario Camerini,Franco Brusati|Mario Camerini|Ennio De Concini|Franco Brusati|Mario Camerini|Ennio De Concini|Franco Brusati|Mario Camerini|Ennio De Concini|Franco Brusati|Mario Camerini|Ennio De Concini|Franco Brusati|Mario Camerini|Ennio De Concini|Franco Brusati|Mario Camerini|Ennio De Concini,,Silvana Mangano|Kirk Douglas|Anthony Quinn|Silvana Mangano|Kirk Douglas|Anthony Quinn|Silvana Mangano|Kirk Douglas|Anthony Quinn|Silvana Mangano|Kirk Douglas|Anthony Quinn
Next Friday (1999),https://www.imdb.com/title/tt0195945/?ref_=fn_al_tt_1,2023-03-13 17:10:53.197619,2023-03-14 05:51:17.448120,Next Friday,1 hour 38 minutes,"January 12, 2000 ",,Comedy,Steve Carr,Ice Cube|DJ Pooh|Ice Cube|DJ Pooh|Ice Cube|DJ Pooh|Ice Cube|DJ Pooh|Ice Cube|DJ Pooh|Ice Cube|DJ Pooh,,Ice Cube|Mike Epps|Justin Pierce|Ice Cube|Mike Epps|Justin Pierce|Ice Cube|Mike Epps|Justin Pierce|Ice Cube|Mike Epps|Justin Pierce
Montana (1998),https://www.imdb.com/title/tt0119699/?ref_=fn_al_tt_1,2023-03-13 17:10:57.652603,2023-03-14 05:51:23.524361,Montana,1 hour 36 minutes,"March 18, 2020 ",,Action|Comedy|Crime,Jennifer Leitzes,Erich Hoeber|Jon Hoeber|Erich Hoeber|Jon Hoeber|Erich Hoeber|Jon Hoeber|Erich Hoeber|Jon Hoeber|Erich Hoeber|Jon Hoeber|Erich Hoeber|Jon Hoeber,,Kyra Sedgwick|Stanley Tucci|Robin Tunney|Kyra Sedgwick|Stanley Tucci|Robin Tunney|Kyra Sedgwick|Stanley Tucci|Robin Tunney|Kyra Sedgwick|Stanley Tucci|Robin Tunney
Trans (1998),https://www.imdb.com/title/tt0169333/?ref_=fn_al_tt_1,2023-03-13 17:10:59.867902,2023-03-14 05:51:30.369400,Trans,1 hour 20 minutes,"January 7, 2000 ",,Crime|Drama,Julian Goldberger,Julian Goldberger|Michael A. Robinson|Martin Garner|Julian Goldberger|Michael A. Robinson|Martin Garner|Julian Goldberger|Michael A. Robinson|Martin Garner|Julian Goldberger|Michael A. Robinson|Martin Garner|Julian Goldberger|Michael A. Robinson|Martin Garner|Julian Goldberger|Michael A. Robinson|Martin Garner,,Lynn Boyd|Jon Daugherty|Ryan Daugherty|Lynn Boyd|Jon Daugherty|Ryan Daugherty|Lynn Boyd|Jon Daugherty|Ryan Daugherty|Lynn Boyd|Jon Daugherty|Ryan Daugherty
"Life and Times of Hank Greenberg, The (1998)",https://www.imdb.com/title/tt0208261/?ref_=fn_al_tt_1,2023-03-13 17:11:02.152308,2023-03-14 05:51:37.024986,The Life and Times of Hank Greenberg,1 hour 30 minutes,"July 21, 2000 ",,Documentary|Biography|Sport,Aviva Kempner,Aviva Kempner|Aviva Kempner|Aviva Kempner,,Reeve Brenner|Hank Greenberg|Walter Matthau|Reeve Brenner|Hank Greenberg|Walter Matthau|Reeve Brenner|Hank Greenberg|Walter Matthau|Reeve Brenner|Hank Greenberg|Walter Matthau
My Dog Skip (1999),https://www.imdb.com/title/tt0156812/?ref_=fn_al_tt_1,2023-03-13 17:11:04.400318,2023-03-14 05:51:43.544217,My Dog Skip,1 hour 35 minutes,"March 3, 2000 ",,Comedy|Drama|Family,Jay Russell,Willie Morris|Gail Gilchriest|Willie Morris|Gail Gilchriest|Willie Morris|Gail Gilchriest|Willie Morris|Gail Gilchriest|Willie Morris|Gail Gilchriest|Willie Morris|Gail Gilchriest,,Frankie Muniz|Kevin Bacon|Diane Lane|Frankie Muniz|Kevin Bacon|Diane Lane|Frankie Muniz|Kevin Bacon|Diane Lane|Frankie Muniz|Kevin Bacon|Diane Lane
"Quarry, The (1998)",https://www.imdb.com/title/tt0169156/?ref_=fn_al_tt_1,2023-03-13 17:11:06.649445,2023-03-14 05:51:50.420712,The Quarry,1 hour 52 minutes,"January 14, 2000 ",,Drama|Mystery|Thriller,Marion Hänsel,Damon Galgut|Marion Hänsel|Damon Galgut|Marion Hänsel|Damon Galgut|Marion Hänsel|Damon Galgut|Marion Hänsel|Damon Galgut|Marion Hänsel|Damon Galgut|Marion Hänsel,,John Lynch|Jonny Phillips|Oscar Petersen|John Lynch|Jonny Phillips|Oscar Petersen|John Lynch|Jonny Phillips|Oscar Petersen|John Lynch|Jonny Phillips|Oscar Petersen
Creature (1999),https://www.imdb.com/title/tt0198385/?ref_=fn_al_tt_1,2023-03-13 17:11:21.640660,2023-03-14 05:51:56.575598,Creature,1 hour 16 minutes,"June 3, 1999 ",,Documentary,Parris Patton,,,Filberto Ascencio|Butch Dean|Dusty Dean|Filberto Ascencio|Butch Dean|Dusty Dean|Filberto Ascencio|Butch Dean|Dusty Dean|Filberto Ascencio|Butch Dean|Dusty Dean
Tess of the Storm Country (1922),https://www.imdb.com/title/tt0013662/?ref_=fn_al_tt_1,2023-03-13 17:11:23.969901,2023-03-14 05:52:03.032665,Tess of the Storm Country,2 hours 17 minutes,"November 12, 1922 ",,Drama|Romance,John S. Robertson,Grace Miller White|E. Lloyd Sheldon|Josephine Lovett|Grace Miller White|E. Lloyd Sheldon|Josephine Lovett|Grace Miller White|E. Lloyd Sheldon|Josephine Lovett|Grace Miller White|E. Lloyd Sheldon|Josephine Lovett|Grace Miller White|E. Lloyd Sheldon|Josephine Lovett|Grace Miller White|E. Lloyd Sheldon|Josephine Lovett,,Mary Pickford|Lloyd Hughes|Gloria Hope|Mary Pickford|Lloyd Hughes|Gloria Hope|Mary Pickford|Lloyd Hughes|Gloria Hope|Mary Pickford|Lloyd Hughes|Gloria Hope
Pal Joey (1957),https://www.imdb.com/title/tt0050815/?ref_=fn_al_tt_1,2023-03-13 17:11:26.185830,2023-03-14 05:52:09.862680,Pal Joey,1 hour 51 minutes,"December 16, 1957 ",,Drama|Musical|Romance,George Sidney,Dorothy Kingsley|John O'Hara|Dorothy Kingsley|John O'Hara|Dorothy Kingsley|John O'Hara|Dorothy Kingsley|John O'Hara|Dorothy Kingsley|John O'Hara|Dorothy Kingsley|John O'Hara,,Rita Hayworth|Frank Sinatra|Kim Novak|Rita Hayworth|Frank Sinatra|Kim Novak|Rita Hayworth|Frank Sinatra|Kim Novak|Rita Hayworth|Frank Sinatra|Kim Novak
Black Sunday (La Maschera Del Demonio) (1960),https://www.imdb.com/title/tt0054067/?ref_=fn_al_tt_1,2023-03-13 17:11:41.300821,2023-03-14 05:52:16.145708,Black Sunday,1 hour 27 minutes,"February 15, 1961 ",,Horror,Mario Bava,Ennio De Concini|Mario Serandrei|Nikolay Gogol|Ennio De Concini|Mario Serandrei|Nikolay Gogol|Ennio De Concini|Mario Serandrei|Nikolay Gogol|Ennio De Concini|Mario Serandrei|Nikolay Gogol|Ennio De Concini|Mario Serandrei|Nikolay Gogol|Ennio De Concini|Mario Serandrei|Nikolay Gogol,,Barbara Steele|John Richardson|Andrea Checchi|Barbara Steele|John Richardson|Andrea Checchi|Barbara Steele|John Richardson|Andrea Checchi|Barbara Steele|John Richardson|Andrea Checchi
"Snows of Kilimanjaro, The (1952)",https://www.imdb.com/title/tt0045162/?ref_=fn_al_tt_1,2023-03-13 17:11:43.551416,2023-03-14 05:52:22.940551,The Snows of Kilimanjaro,1 hour 54 minutes,"December 25, 1952 ",,Adventure|Drama|Romance,Henry King|Roy Ward Baker,Casey Robinson|Ernest Hemingway|Casey Robinson|Ernest Hemingway|Casey Robinson|Ernest Hemingway|Casey Robinson|Ernest Hemingway|Casey Robinson|Ernest Hemingway|Casey Robinson|Ernest Hemingway,,Gregory Peck|Susan Hayward|Ava Gardner|Gregory Peck|Susan Hayward|Ava Gardner|Gregory Peck|Susan Hayward|Ava Gardner|Gregory Peck|Susan Hayward|Ava Gardner
"Loves of Carmen, The (1948)",https://www.imdb.com/title/tt0040552/?ref_=fn_al_tt_1,2023-03-13 17:11:45.833563,2023-03-14 05:52:29.432479,The Loves of Carmen,1 hour 39 minutes,"August 23, 1948 ",,Adventure|Drama|Music,Charles Vidor,Helen Deutsch|Prosper Mérimée|Helen Deutsch|Prosper Mérimée|Helen Deutsch|Prosper Mérimée|Helen Deutsch|Prosper Mérimée|Helen Deutsch|Prosper Mérimée|Helen Deutsch|Prosper Mérimée,,Rita Hayworth|Glenn Ford|Ron Randell|Rita Hayworth|Glenn Ford|Ron Randell|Rita Hayworth|Glenn Ford|Ron Randell|Rita Hayworth|Glenn Ford|Ron Randell
"Cry in the Dark, A (1988)",https://www.imdb.com/title/tt0094924/?ref_=fn_al_tt_1,2023-03-13 17:11:48.075702,2023-03-14 05:52:36.250058,A Cry in the Dark,2 hours,"November 11, 1988 ",,Biography|Drama,Fred Schepisi,John Bryson|Robert Caswell|Fred Schepisi|John Bryson|Robert Caswell|Fred Schepisi|John Bryson|Robert Caswell|Fred Schepisi|John Bryson|Robert Caswell|Fred Schepisi|John Bryson|Robert Caswell|Fred Schepisi|John Bryson|Robert Caswell|Fred Schepisi,,Meryl Streep|Sam Neill|Dale Reeves|Meryl Streep|Sam Neill|Dale Reeves|Meryl Streep|Sam Neill|Dale Reeves|Meryl Streep|Sam Neill|Dale Reeves
Born to Win (1971),https://www.imdb.com/title/tt5692968/?ref_=fn_al_tt_1,2023-03-13 17:11:50.330334,2023-03-14 05:52:42.051332,Born to Win (1971),1 hour,"July 4, 2014 ",,Comedy,Phoenix West,Phoenix West|Phoenix West|Phoenix West,,Bri Muñoz|Brent Puccio|Joe Ramirez|Bri Muñoz|Brent Puccio|Joe Ramirez|Bri Muñoz|Brent Puccio|Joe Ramirez|Bri Muñoz|Brent Puccio|Joe Ramirez
Voyage of the Damned (1976),https://www.imdb.com/title/tt0075406/?ref_=fn_al_tt_1,2023-03-13 17:11:52.598078,2023-03-14 05:52:49.348481,Voyage of the Damned,2 hours 35 minutes,"December 22, 1976 ",,Drama|War,Stuart Rosenberg,Steve Shagan|David Butler|Gordon Thomas|Steve Shagan|David Butler|Gordon Thomas|Steve Shagan|David Butler|Gordon Thomas|Steve Shagan|David Butler|Gordon Thomas|Steve Shagan|David Butler|Gordon Thomas|Steve Shagan|David Butler|Gordon Thomas,,Faye Dunaway|Oskar Werner|Lee Grant|Faye Dunaway|Oskar Werner|Lee Grant|Faye Dunaway|Oskar Werner|Lee Grant|Faye Dunaway|Oskar Werner|Lee Grant
Poison (1991),https://www.imdb.com/title/tt0102687/?ref_=fn_al_tt_1,2023-03-13 17:12:07.604570,2023-03-14 05:52:56.126326,Poison,1 hour 25 minutes,"August 16, 1991 ",,Drama|Horror|Romance,Todd Haynes,Jean Genet|Todd Haynes|Jean Genet|Todd Haynes|Jean Genet|Todd Haynes|Jean Genet|Todd Haynes|Jean Genet|Todd Haynes|Jean Genet|Todd Haynes,,Edith Meeks|Larry Maxwell|Susan Norman|Edith Meeks|Larry Maxwell|Susan Norman|Edith Meeks|Larry Maxwell|Susan Norman|Edith Meeks|Larry Maxwell|Susan Norman
Night Tide (1961),https://www.imdb.com/title/tt0055230/?ref_=fn_al_tt_1,2023-03-13 17:12:09.837692,2023-03-14 05:53:03.647090,Night Tide,1 hour 26 minutes,"February 1, 1963 ",,Drama|Horror|Romance,Curtis Harrington,Curtis Harrington|Curtis Harrington|Curtis Harrington,,Dennis Hopper|Linda Lawson|Gavin Muir|Dennis Hopper|Linda Lawson|Gavin Muir|Dennis Hopper|Linda Lawson|Gavin Muir|Dennis Hopper|Linda Lawson|Gavin Muir
Carmen (1984),https://www.imdb.com/title/tt0087034/?ref_=fn_al_tt_1,2023-03-13 17:12:12.048738,2023-03-14 05:53:10.433578,Carmen,2 hours 32 minutes,"March 14, 1984 ",,Drama|Music|Romance,Francesco Rosi,Henri Meilhac|Ludovic Halévy|Prosper Mérimée|Henri Meilhac|Ludovic Halévy|Prosper Mérimée|Henri Meilhac|Ludovic Halévy|Prosper Mérimée|Henri Meilhac|Ludovic Halévy|Prosper Mérimée|Henri Meilhac|Ludovic Halévy|Prosper Mérimée|Henri Meilhac|Ludovic Halévy|Prosper Mérimée,,Julia Migenes|Plácido Domingo|Ruggero Raimondi|Julia Migenes|Plácido Domingo|Ruggero Raimondi|Julia Migenes|Plácido Domingo|Ruggero Raimondi|Julia Migenes|Plácido Domingo|Ruggero Raimondi
Woman in the Dunes (Suna no onna) (1964),https://www.imdb.com/title/tt20887320/?ref_=fn_al_tt_1,2023-03-13 17:12:14.333547,2023-03-14 05:53:16.373054,227 - WOMAN IN THE DUNES (1964) + UNDER THE FLAG OF THE RISING SUN (1972) ft. Violet Lucca,,"June 5, 2022 ",,,,,,
Hellhounds on My Trail (1999),https://www.imdb.com/title/tt0197544/?ref_=fn_al_tt_1,2023-03-13 17:12:16.638414,2023-03-14 05:53:22.542979,Hellhounds on My Trail: The Afterlife of Robert Johnson,,"January 21, 2000 ",,Documentary|Biography|Music,Robert Mugge,,,Roosevelt Barnes|Rory Block|R.L. Burnside|Roosevelt Barnes|Rory Block|R.L. Burnside|Roosevelt Barnes|Rory Block|R.L. Burnside|Roosevelt Barnes|Rory Block|R.L. Burnside
Wirey Spindell (1999),https://www.imdb.com/title/tt0153866/?ref_=fn_al_tt_1,2023-03-13 17:12:31.699033,2023-03-14 05:53:28.828779,Wirey Spindell,1 hour 41 minutes,"January 21, 2000 ",,Comedy,Eric Schaeffer,Eric Schaeffer|Eric Schaeffer|Eric Schaeffer,,Eric Schaeffer|Eric Mabius|Devin Matthews|Eric Schaeffer|Eric Mabius|Devin Matthews|Eric Schaeffer|Eric Mabius|Devin Matthews|Eric Schaeffer|Eric Mabius|Devin Matthews|Five Minutes Before the Miracle|Terence Michael Productions|WinStar Cinema
Another Man's Poison (1952),https://www.imdb.com/title/tt0044364/?ref_=fn_al_tt_1,2023-03-13 17:12:33.951647,2023-03-14 05:53:36.223021,Another Man's Poison,1 hour 30 minutes,"January 6, 1952 ",,Crime|Drama|Film-Noir,Irving Rapper,Leslie Sands|Val Guest|Leslie Sands|Val Guest|Leslie Sands|Val Guest|Leslie Sands|Val Guest|Leslie Sands|Val Guest|Leslie Sands|Val Guest,,Bette Davis|Gary Merrill|Emlyn Williams|Bette Davis|Gary Merrill|Emlyn Williams|Bette Davis|Gary Merrill|Emlyn Williams|Bette Davis|Gary Merrill|Emlyn Williams
"Saphead, The (1920)",https://www.imdb.com/title/tt0011652/?ref_=fn_al_tt_1,2023-03-13 17:12:36.232556,2023-03-14 05:53:42.705540,The Saphead,1 hour 17 minutes,"September 20, 1920 ",,Comedy|Drama|Romance,Herbert Blaché|Winchell Smith,Bronson Howard|Victor Mapes|June Mathis|Bronson Howard|Victor Mapes|June Mathis|Bronson Howard|Victor Mapes|June Mathis|Bronson Howard|Victor Mapes|June Mathis|Bronson Howard|Victor Mapes|June Mathis|Bronson Howard|Victor Mapes|June Mathis,,Edward Jobson|Beulah Booker|Edward Connelly|Edward Jobson|Beulah Booker|Edward Connelly|Edward Jobson|Beulah Booker|Edward Connelly|Edward Jobson|Beulah Booker|Edward Connelly
Seven Chances (1925),https://www.imdb.com/title/tt0016332/?ref_=fn_al_tt_1,2023-03-13 17:12:38.466568,2023-03-14 05:53:49.485011,Seven Chances,56 minutes,"March 15, 1925 ",,Comedy|Romance,Buster Keaton,Roi Cooper Megrue|Clyde Bruckman|Jean C. Havez|Roi Cooper Megrue|Clyde Bruckman|Jean C. Havez|Roi Cooper Megrue|Clyde Bruckman|Jean C. Havez|Roi Cooper Megrue|Clyde Bruckman|Jean C. Havez|Roi Cooper Megrue|Clyde Bruckman|Jean C. Havez|Roi Cooper Megrue|Clyde Bruckman|Jean C. Havez,,Buster Keaton|Ruth Dwyer|T. Roy Barnes|Buster Keaton|Ruth Dwyer|T. Roy Barnes|Buster Keaton|Ruth Dwyer|T. Roy Barnes|Buster Keaton|Ruth Dwyer|T. Roy Barnes
Smashing Time (1967),https://www.imdb.com/title/tt0062281/?ref_=fn_al_tt_1,2023-03-13 17:12:40.725320,2023-03-14 05:53:56.048580,Smashing Time,1 hour 36 minutes,"January 5, 1968 ",,Comedy|Musical,Desmond Davis,George Melly|George Melly|George Melly,,Rita Tushingham|Lynn Redgrave|Michael York|Rita Tushingham|Lynn Redgrave|Michael York|Rita Tushingham|Lynn Redgrave|Michael York|Rita Tushingham|Lynn Redgrave|Michael York
Train Ride to Hollywood (1978),https://www.imdb.com/title/tt0078412/?ref_=fn_al_tt_1,2023-03-13 17:12:43.013123,2023-03-14 05:54:02.772194,Train Ride to Hollywood,1 hour 29 minutes,October 1975 ,,Comedy|Musical|Fantasy,Charles R. Rondeau,Dan Gordon|Dan Gordon|Dan Gordon,,Willis Draffen Jr.|Charles Love|Charles McCormick|Willis Draffen Jr.|Charles Love|Charles McCormick|Willis Draffen Jr.|Charles Love|Charles McCormick|Willis Draffen Jr.|Charles Love|Charles McCormick
Zachariah (1971),https://www.imdb.com/title/tt0068011/?ref_=fn_al_tt_1,2023-03-13 17:12:45.248851,2023-03-14 05:54:09.664354,Zachariah,1 hour 33 minutes,"June 25, 1971 ",,Comedy|Drama|Musical,George Englund,Philip Austin|Peter Bergman|Hermann Hesse|Philip Austin|Peter Bergman|Hermann Hesse|Philip Austin|Peter Bergman|Hermann Hesse|Philip Austin|Peter Bergman|Hermann Hesse|Philip Austin|Peter Bergman|Hermann Hesse|Philip Austin|Peter Bergman|Hermann Hesse,,John Rubinstein|Patricia Quinn|Don Johnson|John Rubinstein|Patricia Quinn|Don Johnson|John Rubinstein|Patricia Quinn|Don Johnson|John Rubinstein|Patricia Quinn|Don Johnson
Isn't She Great? (2000),https://www.imdb.com/title/tt0141399/?ref_=fn_al_tt_1,2023-03-13 17:13:00.278304,2023-03-14 05:54:16.608761,Isn't She Great,1 hour 35 minutes,"January 28, 2000 ",,Biography|Comedy|Drama,Andrew Bergman,Michael Korda|Paul Rudnick|Michael Korda|Paul Rudnick|Michael Korda|Paul Rudnick|Michael Korda|Paul Rudnick|Michael Korda|Paul Rudnick|Michael Korda|Paul Rudnick,,Bette Midler|Nathan Lane|Stockard Channing|Bette Midler|Nathan Lane|Stockard Channing|Bette Midler|Nathan Lane|Stockard Channing|Bette Midler|Nathan Lane|Stockard Channing
"Cup, The (Phörpa) (1999)",https://www.imdb.com/title/tt17286358/?ref_=fn_al_tt_1,2023-03-13 17:13:02.531313,2023-03-14 05:54:22.279917,The World Cup Years: 1999,,"May 21, 2019 ",,,,,,
Santitos (1997),https://www.imdb.com/title/tt0126651/?ref_=fn_al_tt_1,2023-03-13 17:13:04.762400,2023-03-14 05:54:29.224673,Santitos,1 hour 45 minutes,"January 28, 2000 ",,Comedy|Drama,Alejandro Springall,María Amparo Escandón|María Amparo Escandón|María Amparo Escandón,,Dolores Heredia|Demián Bichir|Alberto Estrella|Dolores Heredia|Demián Bichir|Alberto Estrella|Dolores Heredia|Demián Bichir|Alberto Estrella|Dolores Heredia|Demián Bichir|Alberto Estrella
Hard-Boiled (Lashou shentan) (1992),https://www.imdb.com/title/tt26819783/?ref_=fn_al_tt_1,2023-03-13 17:13:19.807514,2023-03-14 05:54:35.037784,Hard Boiled (1992),,"May 9, 2022 ",,,,,,
Man Bites Dog (C'est arrivé près de chez vous) (1992),https://www.imdb.com/title/tt0103905/?ref_=fn_al_tt_1,2023-03-13 17:13:22.124553,2023-03-14 05:54:41.578521,Man Bites Dog,1 hour 35 minutes,"January 15, 1993 ",,Comedy|Crime|Drama,Rémy Belvaux|André Bonzel|Benoît Poelvoorde,Rémy Belvaux|André Bonzel|Benoît Poelvoorde|Rémy Belvaux|André Bonzel|Benoît Poelvoorde|Rémy Belvaux|André Bonzel|Benoît Poelvoorde|Rémy Belvaux|André Bonzel|Benoît Poelvoorde|Rémy Belvaux|André Bonzel|Benoît Poelvoorde|Rémy Belvaux|André Bonzel|Benoît Poelvoorde,,Benoît Poelvoorde|Jacqueline Poelvoorde-Pappaert|Nelly Pappaert|Benoît Poelvoorde|Jacqueline Poelvoorde-Pappaert|Nelly Pappaert|Benoît Poelvoorde|Jacqueline Poelvoorde-Pappaert|Nelly Pappaert|Benoît Poelvoorde|Jacqueline Poelvoorde-Pappaert|Nelly Pappaert
"Mariachi, El (1992)",https://www.imdb.com/title/tt0104815/?ref_=fn_al_tt_1,2023-03-13 17:13:24.369148,2023-03-14 05:54:48.083802,El Mariachi,1 hour 21 minutes,"February 26, 1993 ",,Action|Crime|Thriller,Robert Rodriguez,Robert Rodriguez|Robert Rodriguez|Robert Rodriguez,,Carlos Gallardo|Consuelo Gómez|Jaime de Hoyos|Carlos Gallardo|Consuelo Gómez|Jaime de Hoyos|Carlos Gallardo|Consuelo Gómez|Jaime de Hoyos|Carlos Gallardo|Consuelo Gómez|Jaime de Hoyos
Gendernauts (1999),https://www.imdb.com/title/tt0192069/?ref_=fn_al_tt_1,2023-03-13 17:13:39.398129,2023-03-14 05:54:55.441621,Gendernauts: A Journey Through Shifting Identities,1 hour 27 minutes,"March 10, 1999 ",,Documentary,Monika Treut,Monika Treut|Monika Treut|Monika Treut,,Susan Stryker|Texas Tomboy|Annie Sprinkle|Susan Stryker|Texas Tomboy|Annie Sprinkle|Susan Stryker|Texas Tomboy|Annie Sprinkle|Susan Stryker|Texas Tomboy|Annie Sprinkle
Knockout (1999),https://www.imdb.com/title/tt0196857/?ref_=fn_al_tt_1,2023-03-13 17:13:41.664975,2023-03-14 05:55:01.794806,Play It to the Bone,2 hours 4 minutes,"January 21, 2000 ",,Comedy|Drama|Sport,Ron Shelton,Ron Shelton|Ron Shelton|Ron Shelton,,Woody Harrelson|Antonio Banderas|Lolita Davidovich|Woody Harrelson|Antonio Banderas|Lolita Davidovich|Woody Harrelson|Antonio Banderas|Lolita Davidovich|Woody Harrelson|Antonio Banderas|Lolita Davidovich
Different for Girls (1996),https://www.imdb.com/title/tt0116102/?ref_=fn_al_tt_1,2023-03-13 17:13:43.932037,2023-03-14 05:55:08.302123,Different for Girls,1 hour 32 minutes,"September 12, 1997 ",,Comedy|Drama|Romance,Richard Spence,Tony Marchant|Tony Marchant|Tony Marchant,,Steven Mackintosh|Rupert Graves|Miriam Margolyes|Steven Mackintosh|Rupert Graves|Miriam Margolyes|Steven Mackintosh|Rupert Graves|Miriam Margolyes|Steven Mackintosh|Rupert Graves|Miriam Margolyes
Cotton Mary (1999),https://www.imdb.com/title/tt0159373/?ref_=fn_al_tt_1,2023-03-13 17:13:46.185680,2023-03-14 05:55:14.997100,Cotton Mary,2 hours 4 minutes,"December 17, 1999 ",,Drama,Ismail Merchant|Madhur Jaffrey,Alexandra Viets|Alexandra Viets|Alexandra Viets,,Greta Scacchi|Madhur Jaffrey|James Wilby|Greta Scacchi|Madhur Jaffrey|James Wilby|Greta Scacchi|Madhur Jaffrey|James Wilby|Greta Scacchi|Madhur Jaffrey|James Wilby
Not One Less (Yi ge dou bu neng shao) (1999),https://www.imdb.com/title/tt0209189/?ref_=fn_al_tt_1,2023-03-13 17:13:48.493106,2023-03-14 05:55:22.311574,Not One Less,1 hour 46 minutes,"October 30, 1999 ",,Drama,Yimou Zhang,Xiangsheng Shi|Xiangsheng Shi|Xiangsheng Shi,,Minzhi Wei|Huike Zhang|Zhenda Tian|Minzhi Wei|Huike Zhang|Zhenda Tian|Minzhi Wei|Huike Zhang|Zhenda Tian|Minzhi Wei|Huike Zhang|Zhenda Tian
Soft Toilet Seats (1999),https://www.imdb.com/title/tt0171764/?ref_=fn_al_tt_1,2023-03-13 17:13:50.764540,2023-03-14 05:55:28.696009,Soft Toilet Seats,1 hour 47 minutes,"December 23, 1999 ",,Comedy,Tina Valinsky,Tina Valinsky|Tina Valinsky|Tina Valinsky,,David Rosen|Alexa Jago|Jonathan Aube|David Rosen|Alexa Jago|Jonathan Aube|David Rosen|Alexa Jago|Jonathan Aube|David Rosen|Alexa Jago|Jonathan Aube
Trois (2000),https://www.imdb.com/title/tt0217107/?ref_=fn_al_tt_1,2023-03-13 17:13:53.000993,2023-03-14 05:55:36.030341,Trois,1 hour 33 minutes,"March 10, 2000 ",,Drama|Romance|Thriller,Rob Hardy,Rob Hardy|Will Packer|Will Power|Rob Hardy|Will Packer|Will Power|Rob Hardy|Will Packer|Will Power|Rob Hardy|Will Packer|Will Power|Rob Hardy|Will Packer|Will Power|Rob Hardy|Will Packer|Will Power,,Gary Dourdan|Kenya Moore|Gretchen Palmer|Gary Dourdan|Kenya Moore|Gretchen Palmer|Gary Dourdan|Kenya Moore|Gretchen Palmer|Gary Dourdan|Kenya Moore|Gretchen Palmer
"Big Combo, The (1955)",https://www.imdb.com/title/tt0047878/?ref_=fn_al_tt_1,2023-03-13 17:13:55.263093,2023-03-14 05:55:42.853088,The Big Combo,1 hour 27 minutes,"February 13, 1955 ",,Crime|Drama|Film-Noir,Joseph H. Lewis,Philip Yordan|Philip Yordan|Philip Yordan,,Cornel Wilde|Richard Conte|Jean Wallace|Cornel Wilde|Richard Conte|Jean Wallace|Cornel Wilde|Richard Conte|Jean Wallace|Cornel Wilde|Richard Conte|Jean Wallace
Conceiving Ada (1997),https://www.imdb.com/title/tt0118882/?ref_=fn_al_tt_1,2023-03-13 17:13:57.533088,2023-03-14 05:55:49.848335,Conceiving Ada,1 hour 25 minutes,"February 19, 1999 ",,Drama|Fantasy|Sci-Fi,Lynn Hershman-Leeson,Lynn Hershman-Leeson|Eileen Jones|Sadie Plant|Lynn Hershman-Leeson|Eileen Jones|Sadie Plant|Lynn Hershman-Leeson|Eileen Jones|Sadie Plant|Lynn Hershman-Leeson|Eileen Jones|Sadie Plant|Lynn Hershman-Leeson|Eileen Jones|Sadie Plant|Lynn Hershman-Leeson|Eileen Jones|Sadie Plant,,Tilda Swinton|Francesca Faridany|Timothy Leary|Tilda Swinton|Francesca Faridany|Timothy Leary|Tilda Swinton|Francesca Faridany|Timothy Leary|Tilda Swinton|Francesca Faridany|Timothy Leary
