id,genres,name,release_time,directors,writers,starts
365,Drama,Little Buddha (1993),1 December 1993 (France),Bernardo Bertolucci,Bernardo Bertolucci|Rudy Wurlitzer,Keanu Reeves|Bridget Fonda|Ruocheng Ying
366,Horror,Wes Craven's New Nightmare (1994),14 October 1994 (USA),Wes Craven,Wes Craven,Heather Langenkamp|Robert Englund|Jeff Davis
367,Comedy|Crime|Fantasy,"Mask, The (1994)",29 July 1994 (USA),Chuck Russell,Michael Fallon|Mark Verheiden,Jim Carrey|Cameron Diaz|Peter Riegert
368,Action|Comedy|Western,Maverick (1994),20 May 1994 (USA),Richard Donner,Roy Huggins,Mel Gibson|Jodie Foster|James Garner
369,Drama,Mrs. Parker and the Vicious Circle (1994),23 November 1994 (USA),Alan Rudolph,Alan Rudolph,Jennifer Jason Leigh|Campbell Scott|Matthew Broderick
370,Comedy,Naked Gun 33 1/3: The Final Insult (1994),18 March 1994 (USA),Peter Segal,Pat Proft|David Zucker,Leslie Nielsen|Priscilla Presley|George Kennedy
371,Comedy|Drama,"Paper, The (1994)",25 March 1994 (USA),Ron Howard,David Koepp,Michael Keaton|Glenn Close|Robert Duvall
372,Comedy|Drama,Reality Bites (1994),18 February 1994 (USA),Ben Stiller,Helen Childress,Winona Ryder|Ethan Hawke|Janeane Garofalo
373,Thriller,Red Rock West (1992),"May 14, 1993 ",John Dahl,John Dahl|Rick Dahl|John Dahl|Rick Dahl|John Dahl|Rick Dahl|John Dahl|Rick Dahl|John Dahl|Rick Dahl|John Dahl|Rick Dahl,Nicolas Cage|Dennis Hopper|Lara Flynn Boyle|Nicolas Cage|Dennis Hopper|Lara Flynn Boyle|Nicolas Cage|Dennis Hopper|Lara Flynn Boyle|Nicolas Cage|Dennis Hopper|Lara Flynn Boyle
374,Children's|Comedy,Richie Rich (1994),"December 21, 1994 ",Donald Petrie,Neil Tolkin|Tom S. Parker|Jim Jennewein|Neil Tolkin|Tom S. Parker|Jim Jennewein|Neil Tolkin|Tom S. Parker|Jim Jennewein|Neil Tolkin|Tom S. Parker|Jim Jennewein|Neil Tolkin|Tom S. Parker|Jim Jennewein|Neil Tolkin|Tom S. Parker|Jim Jennewein,Macaulay Culkin|Edward Herrmann|John Larroquette|Macaulay Culkin|Edward Herrmann|John Larroquette|Macaulay Culkin|Edward Herrmann|John Larroquette|Macaulay Culkin|Edward Herrmann|John Larroquette
375,Drama,Safe Passage (1994),"January 6, 1995 ",Robert Allan Ackerman,Ellyn Bache|Deena Goldstone|Ellyn Bache|Deena Goldstone|Ellyn Bache|Deena Goldstone|Ellyn Bache|Deena Goldstone|Ellyn Bache|Deena Goldstone|Ellyn Bache|Deena Goldstone,Susan Sarandon|Sam Shepard|Nick Stahl|Susan Sarandon|Sam Shepard|Nick Stahl|Susan Sarandon|Sam Shepard|Nick Stahl|Susan Sarandon|Sam Shepard|Nick Stahl
376,Action|Thriller,"River Wild, The (1994)",30 September 1994 (USA),Curtis Hanson,Denis O'Neill,Meryl Streep|Kevin Bacon|David Strathairn
377,Action|Romance|Thriller,Speed (1994),10 June 1994 (USA),Jan de Bont,Graham Yost,Keanu Reeves|Dennis Hopper|Sandra Bullock
378,Comedy|Romance,Speechless (1994),16 December 1994 (USA),Ron Underwood,Robert King,Michael Keaton|Geena Davis|Christopher Reeve
379,Action|Sci-Fi,Timecop (1994),16 September 1994 (USA),Peter Hyams,Mark Verheiden|Mike Richardson,Jean-Claude Van Damme|Mia Sara|Ron Silver
380,Action|Adventure|Comedy|Romance,True Lies (1994),20 April 1995 (China),James Cameron,Claude Zidi|Simon Michaël,Arnold Schwarzenegger|Jamie Lee Curtis|Tom Arnold
381,Drama,When a Man Loves a Woman (1994),13 May 1994 (USA),Luis Mandoki,Ronald Bass,Meg Ryan|Andy Garcia|Ellen Burstyn
382,Drama|Horror,Wolf (1994),17 June 1994 (USA),Mike Nichols,Jim Harrison,Jack Nicholson|Michelle Pfeiffer|James Spader
383,Western,Wyatt Earp (1994),24 June 1994 (USA),Lawrence Kasdan,Dan Gordon,Kevin Costner|Dennis Quaid|Gene Hackman
384,Action,Bad Company (1995),20 January 1995 (USA),Damian Harris,Ross Thomas,Ellen Barkin|Laurence Fishburne|Frank Langella
385,Drama,"Man of No Importance, A (1994)",21 April 1995 (Ireland),Suri Krishnamma,Barry Devlin,Albert Finney|Brenda Fricker|Michael Gambon
386,Drama,S.F.W. (1994),20 January 1995 (USA),Jefery Levy,Andrew Wellman|Danny Rubin,Stephen Dorff|Reese Witherspoon|Jake Busey
387,Action|Comedy,"Low Down Dirty Shame, A (1994)",23 November 1994 (USA),Keenen Ivory Wayans,Keenen Ivory Wayans,Keenen Ivory Wayans|Charles S. Dutton|Jada Pinkett Smith
388,Drama,Boys Life (1995),,,,
389,Drama|Romance|War,"Colonel Chabert, Le (1994)","September 21, 1994 ",Yves Angelo,Yves Angelo|Jean Cosmos|Véronique Lagrange|Yves Angelo|Jean Cosmos|Véronique Lagrange|Yves Angelo|Jean Cosmos|Véronique Lagrange|Yves Angelo|Jean Cosmos|Véronique Lagrange|Yves Angelo|Jean Cosmos|Véronique Lagrange|Yves Angelo|Jean Cosmos|Véronique Lagrange,Gérard Depardieu|Fanny Ardant|Fabrice Luchini|Gérard Depardieu|Fanny Ardant|Fabrice Luchini|Gérard Depardieu|Fanny Ardant|Fabrice Luchini|Gérard Depardieu|Fanny Ardant|Fabrice Luchini
390,Action|Comedy|Drama,Faster Pussycat! Kill! Kill! (1965),6 August 1965 (USA),Russ Meyer,Jackie Moran,Tura Satana|Haji|Lori Williams
391,Crime|Drama,Jason's Lyric (1994),28 September 1994 (USA),Doug McHenry,Bobby Smith Jr.,Allen Payne|Jada Pinkett Smith|Bokeem Woodbine
392,Adventure|Children's,"Secret Adventures of Tom Thumb, The (1993)","January 13, 1995 ",Dave Borthwick,Dave Borthwick|Dave Borthwick|Dave Borthwick,Nick Upton|Deborah Collard|Frank Passingham|Nick Upton|Deborah Collard|Frank Passingham|Nick Upton|Deborah Collard|Frank Passingham|Nick Upton|Deborah Collard|Frank Passingham
393,Action,Street Fighter (1994),23 December 1994 (USA),Steven E. de Souza,Steven E. de Souza,Jean-Claude Van Damme|Raul Julia|Ming-Na Wen
394,Action,Coldblooded (1995),"September 15, 1995 ",Wallace Wolodarsky,Wallace Wolodarsky|Wallace Wolodarsky|Wallace Wolodarsky,Jason Priestley|Kimberly Williams-Paisley|Peter Riegert|Jason Priestley|Kimberly Williams-Paisley|Peter Riegert|Jason Priestley|Kimberly Williams-Paisley|Peter Riegert|Jason Priestley|Kimberly Williams-Paisley|Peter Riegert
395,Drama,Desert Winds (1995),September 1994 ,Michael A. Nickles,Michael A. Nickles|Michael A. Nickles|Michael A. Nickles,Adam Ant|Heather Graham|Jessica Hamilton|Adam Ant|Heather Graham|Jessica Hamilton|Adam Ant|Heather Graham|Jessica Hamilton|Adam Ant|Heather Graham|Jessica Hamilton
396,Drama,Fall Time (1995),"May 13, 1995 ",Paul Warner,Steve Alden|Paul Skemp|Steve Alden|Paul Skemp|Steve Alden|Paul Skemp|Steve Alden|Paul Skemp|Steve Alden|Paul Skemp|Steve Alden|Paul Skemp,Steve Alden|David Arquette|Stephen Baldwin|Steve Alden|David Arquette|Stephen Baldwin|Steve Alden|David Arquette|Stephen Baldwin|Steve Alden|David Arquette|Stephen Baldwin
397,Horror,"Fear, The (1995)","January 20, 1995 ",Vincent Robert,Ron Ford|Greg H. Sims|Ron Ford|Greg H. Sims|Ron Ford|Greg H. Sims|Ron Ford|Greg H. Sims|Ron Ford|Greg H. Sims|Ron Ford|Greg H. Sims,Eddie Bowz|Heather Medway|Ann Turkel|Eddie Bowz|Heather Medway|Ann Turkel|Eddie Bowz|Heather Medway|Ann Turkel|Eddie Bowz|Heather Medway|Ann Turkel
398,Documentary,Frank and Ollie (1995),"October 20, 1995 ",Theodore Thomas,Theodore Thomas|Theodore Thomas|Theodore Thomas,Frank Thomas|Ollie Johnston|Sylvia Roemer|Frank Thomas|Ollie Johnston|Sylvia Roemer|Frank Thomas|Ollie Johnston|Sylvia Roemer|Frank Thomas|Ollie Johnston|Sylvia Roemer
399,Drama,Girl in the Cadillac (1995),"July 21, 1995 ",Lucas Platt,James M. Cain|John Warren|James M. Cain|John Warren|James M. Cain|John Warren|James M. Cain|John Warren|James M. Cain|John Warren|James M. Cain|John Warren,Erika Eleniak|William McNamara|Michael Lerner|Erika Eleniak|William McNamara|Michael Lerner|Erika Eleniak|William McNamara|Michael Lerner|Erika Eleniak|William McNamara|Michael Lerner
400,Drama,Homage (1995),"May 3, 1996 ",Ross Kagan Marks,Mark Medoff|Mark Medoff|Mark Medoff,Blythe Danner|Frank Whaley|Sheryl Lee|Blythe Danner|Frank Whaley|Sheryl Lee|Blythe Danner|Frank Whaley|Sheryl Lee|Blythe Danner|Frank Whaley|Sheryl Lee
401,Action|Thriller,Mirage (1995),January 1995 ,Paul Williams,James Andronica|James Andronica|James Andronica,James Andronica|Cuauhtemoc Rivas|Edward James Olmos|James Andronica|Cuauhtemoc Rivas|Edward James Olmos|James Andronica|Cuauhtemoc Rivas|Edward James Olmos|James Andronica|Cuauhtemoc Rivas|Edward James Olmos
402,Comedy,Open Season (1996),"September 29, 2006 ",Roger Allers|Jill Culton|Anthony Stacchi,Steve Bencich|Ron J. Friedman|Nat Mauldin|Steve Bencich|Ron J. Friedman|Nat Mauldin|Steve Bencich|Ron J. Friedman|Nat Mauldin|Steve Bencich|Ron J. Friedman|Nat Mauldin|Steve Bencich|Ron J. Friedman|Nat Mauldin|Steve Bencich|Ron J. Friedman|Nat Mauldin,Ashton Kutcher|Martin Lawrence|Debra Messing|Ashton Kutcher|Martin Lawrence|Debra Messing|Ashton Kutcher|Martin Lawrence|Debra Messing|Ashton Kutcher|Martin Lawrence|Debra Messing
403,Comedy|Crime|Drama,Two Crimes (1995),"June 30, 1995 ",Roberto Sneider,Jorge Ibargüengoitia|Roberto Sneider|Jorge Ibargüengoitia|Roberto Sneider|Jorge Ibargüengoitia|Roberto Sneider|Jorge Ibargüengoitia|Roberto Sneider|Jorge Ibargüengoitia|Roberto Sneider|Jorge Ibargüengoitia|Roberto Sneider,Damián Alcázar|José Carlos Ruiz|Pedro Armendáriz Jr.|Damián Alcázar|José Carlos Ruiz|Pedro Armendáriz Jr.|Damián Alcázar|José Carlos Ruiz|Pedro Armendáriz Jr.|Damián Alcázar|José Carlos Ruiz|Pedro Armendáriz Jr.
404,Documentary,Brother Minister: The Assassination of Malcolm X (1994),March 1995 ,Jefri Aalmuhammed|Jack Baxter,Jefri Aalmuhammed|Jack Baxter|Joan Claire Chabriel|Jefri Aalmuhammed|Jack Baxter|Joan Claire Chabriel|Jefri Aalmuhammed|Jack Baxter|Joan Claire Chabriel|Jefri Aalmuhammed|Jack Baxter|Joan Claire Chabriel|Jefri Aalmuhammed|Jack Baxter|Joan Claire Chabriel|Jefri Aalmuhammed|Jack Baxter|Joan Claire Chabriel,A. Peter Bailey|Roscoe Lee Browne|John Henrik Clarke|A. Peter Bailey|Roscoe Lee Browne|John Henrik Clarke|A. Peter Bailey|Roscoe Lee Browne|John Henrik Clarke|A. Peter Bailey|Roscoe Lee Browne|John Henrik Clarke
405,Action|Sci-Fi,Highlander III: The Sorcerer (1994),9 December 1994 (UK),Andrew Morahan,Gregory Widen|Brad Mirman,Christopher Lambert|Mario Van Peebles|Deborah Kara Unger
406,Drama,Federal Hill (1994),24 February 1995 (USA),Michael Corrente,Michael Corrente,Nicholas Turturro|Anthony DeSando|Libby Langdon
407,Horror|Thriller,In the Mouth of Madness (1995),"February 3, 1995 ",John Carpenter,Michael De Luca|Michael De Luca|Michael De Luca,Sam Neill|Jürgen Prochnow|Julie Carmen|Sam Neill|Jürgen Prochnow|Julie Carmen|Sam Neill|Jürgen Prochnow|Julie Carmen|Sam Neill|Jürgen Prochnow|Julie Carmen
408,Drama,8 Seconds (1994),25 February 1994 (USA),John G. Avildsen,Monte Merrick,Luke Perry|Stephen Baldwin|James Rebhorn
409,Drama,Above the Rim (1994),23 March 1994 (USA),Jeff Pollack,Jeff Pollack|Benny Medina,Duane Martin|Tupac Shakur|Leon
410,Comedy,Addams Family Values (1993),19 November 1993 (USA),Barry Sonnenfeld,Charles Addams,Anjelica Huston|Raul Julia|Christopher Lloyd
411,Comedy,You So Crazy (1994),"April 27, 1994 ",Thomas Schlamme,Martin Lawrence|Martin Lawrence|Martin Lawrence,Martin Lawrence|Martin Lawrence
412,Drama,"Age of Innocence, The (1993)",1 October 1993 (USA),Martin Scorsese,Edith Wharton|Jay Cocks,Daniel Day-Lewis|Michelle Pfeiffer|Winona Ryder
413,Comedy,Airheads (1994),5 August 1994 (USA),Michael Lehmann,Rich Wilkes,Brendan Fraser|Steve Buscemi|Adam Sandler
414,Comedy,"Air Up There, The (1994)",7 January 1994 (USA),Paul Michael Glaser,Max Apple,Kevin Bacon|Charles Gitonga Maina|Yolanda Vazquez
415,Comedy|Thriller,Another Stakeout (1993),23 July 1993 (USA),John Badham,Jim Kouf,Richard Dreyfuss|Emilio Estevez|Rosie O'Donnell
416,Western,Bad Girls (1994),22 April 1994 (USA),Jonathan Kaplan,Al Ruddy|Charles Finch,Madeleine Stowe|Mary Stuart Masterson|Andie MacDowell
417,Comedy|Romance,Barcelona (1994),29 July 1994 (USA),Whit Stillman,Whit Stillman,Taylor Nichols|Chris Eigeman|Tushka Bergen
418,Drama,Being Human (1993),"January 17, 2011 ",,,Sam Witwer|Meaghan Rath|Sam Huntington|Sam Witwer|Meaghan Rath|Sam Huntington|Sam Witwer|Meaghan Rath|Sam Huntington|Sam Witwer|Meaghan Rath|Sam Huntington
419,Comedy,"Beverly Hillbillies, The (1993)",15 October 1993 (USA),Penelope Spheeris,Paul Henning|Lawrence Konner,Diedrich Bader|Erika Eleniak|Jim Varney
420,Action|Comedy,Beverly Hills Cop III (1994),25 May 1994 (USA),John Landis,Danilo Bach|Daniel Petrie Jr.,Eddie Murphy|Jon Tenney|Joey Travolta
421,Adventure|Children's,Black Beauty (1994),29 July 1994 (USA),Caroline Thompson,Anna Sewell,Sean Bean|David Thewlis|Docs Keepin Time
422,Thriller,Blink (1994),"February 11, 1994 ",Rupert Wainwright,Blake Snyder|Colby Carr|Blake Snyder|Colby Carr|Blake Snyder|Colby Carr|Blake Snyder|Colby Carr|Blake Snyder|Colby Carr|Blake Snyder|Colby Carr,Brian Bonsall|Karen Duffy|James Rebhorn|Brian Bonsall|Karen Duffy|James Rebhorn|Brian Bonsall|Karen Duffy|James Rebhorn|Brian Bonsall|Karen Duffy|James Rebhorn
423,Action|Thriller,Blown Away (1994),1 July 1994 (USA),Stephen Hopkins,John Rice|Joe Batteer,Jeff Bridges|Tommy Lee Jones|Suzy Amis
424,Drama,Blue Chips (1994),18 February 1994 (USA),William Friedkin,Ron Shelton,Nick Nolte|Mary McDonnell|J.T. Walsh
425,Drama|Romance,Blue Sky (1994),16 September 1994 (USA),Tony Richardson,Rama Laurie Stagner|Arlene Sarner,Jessica Lange|Tommy Lee Jones|Powers Boothe
426,Horror|Sci-Fi|Thriller,Body Snatchers (1993),18 February 1994 (USA),Abel Ferrara,Jack Finney|Raymond Cistheri,Gabrielle Anwar|Meg Tilly|Terry Kinney
427,Mystery|Romance|Thriller,Boxing Helena (1993),3 September 1993 (USA),Jennifer Lynch,Philippe Caland,Julian Sands|Sherilyn Fenn|Bill Paxton
428,Drama,"Bronx Tale, A (1993)",1 October 1993 (USA),Robert De Niro,Chazz Palminteri,Robert De Niro|Chazz Palminteri|Lillo Brancato
429,Comedy,Cabin Boy (1994),7 January 1994 (USA),Adam Resnick,Chris Elliott|Adam Resnick,Chris Elliott|Ritch Brinkley|James Gammon
430,Drama,Calendar Girl (1993),3 September 1993 (USA),John Whitesell,Paul W. Shapiro,Jason Priestley|Gabriel Olds|Jerry O'Connell
431,Crime|Drama,Carlito's Way (1993),12 November 1993 (USA),Brian De Palma,Edwin Torres,Al Pacino|Sean Penn|Penelope Ann Miller
432,Comedy|Western,City Slickers II: The Legend of Curly's Gold (1994),10 June 1994 (USA),Paul Weiland,Lowell Ganz|Babaloo Mandel,Billy Crystal|Jack Palance|Daniel Stern
433,Comedy,Clean Slate (1994),6 May 1994 (USA),Mick Jackson,Robert King,Dana Carvey|Valeria Golino|James Earl Jones
434,Action|Adventure|Crime,Cliffhanger (1993),28 May 1993 (USA),Renny Harlin,John Long|Michael France,Sylvester Stallone|John Lithgow|Michael Rooker
435,Comedy|Sci-Fi,Coneheads (1993),23 July 1993 (USA),Steve Barron,Tom Davis|Dan Aykroyd,Dan Aykroyd|Jane Curtin|Robert Knott
436,Drama|Thriller,Color of Night (1994),19 August 1994 (USA),Richard Rush,Billy Ray|Matthew Chapman,Bruce Willis|Jane March|Rubén Blades
437,Comedy,Cops and Robbersons (1994),15 April 1994 (USA),Michael Ritchie,Bernie Somers,Chevy Chase|Jack Palance|Dianne Wiest
438,Action|Comedy,"Cowboy Way, The (1994)",3 June 1994 (USA),Gregg Champion,Robert C. Thompson|William D. Wittliff,Woody Harrelson|Kiefer Sutherland|Dylan McDermott
439,Drama,Dangerous Game (1993),"November 19, 1993 ",Abel Ferrara,Nicholas St. John|Nicholas St. John|Nicholas St. John,Harvey Keitel|Madonna|James Russo|Harvey Keitel|Madonna|James Russo|Harvey Keitel|Madonna|James Russo|Harvey Keitel|Madonna|James Russo
440,Comedy|Romance,Dave (1993),7 May 1993 (USA),Ivan Reitman,Gary Ross,Kevin Kline|Sigourney Weaver|Frank Langella
441,Comedy,Dazed and Confused (1993),10 February 1994 (Argentina),Richard Linklater,Richard Linklater,Jason London|Wiley Wiggins|Matthew McConaughey
442,Action|Sci-Fi,Demolition Man (1993),8 October 1993 (USA),Marco Brambilla,Peter M. Lenkov|Robert Reneau,Sylvester Stallone|Wesley Snipes|Sandra Bullock
443,Documentary,"Endless Summer 2, The (1994)","June 3, 1994 ",Bruce Brown,Bruce Brown|Dana Brown|Bruce Brown|Dana Brown|Bruce Brown|Dana Brown|Bruce Brown|Dana Brown|Bruce Brown|Dana Brown|Bruce Brown|Dana Brown,Patrick O'Connell|Robert 'Wingnut' Weaver|Robert August|Patrick O'Connell|Robert 'Wingnut' Weaver|Robert August|Patrick O'Connell|Robert 'Wingnut' Weaver|Robert August|Patrick O'Connell|Robert 'Wingnut' Weaver|Robert August
444,Comedy|Romance,Even Cowgirls Get the Blues (1993),20 May 1994 (USA),Gus Van Sant,Tom Robbins,Uma Thurman|Lorraine Bracco|Pat Morita
445,Comedy,Fatal Instinct (1993),29 October 1993 (USA),Carl Reiner,David O'Malley,Armand Assante|Sherilyn Fenn|Kate Nelligan
446,Drama|Romance,Farewell My Concubine (1993),"October 15, 1993 ",Kaige Chen,Pik-Wah Lee|Wei Lu|Pik-Wah Lee|Wei Lu|Pik-Wah Lee|Wei Lu|Pik-Wah Lee|Wei Lu|Pik-Wah Lee|Wei Lu|Pik-Wah Lee|Wei Lu,Leslie Cheung|Fengyi Zhang|Gong Li|Leslie Cheung|Fengyi Zhang|Gong Li|Leslie Cheung|Fengyi Zhang|Gong Li|Leslie Cheung|Fengyi Zhang|Gong Li
447,Comedy|Romance,"Favor, The (1994)","April 29, 1994 ",Donald Petrie,Sara Parriott|Josann McGibbon|Sara Parriott|Josann McGibbon|Sara Parriott|Josann McGibbon|Sara Parriott|Josann McGibbon|Sara Parriott|Josann McGibbon|Sara Parriott|Josann McGibbon,Harley Jane Kozak|Elizabeth McGovern|Bill Pullman|Harley Jane Kozak|Elizabeth McGovern|Bill Pullman|Harley Jane Kozak|Elizabeth McGovern|Bill Pullman|Harley Jane Kozak|Elizabeth McGovern|Bill Pullman
448,Drama,Fearless (1993),5 November 1993 (USA),Peter Weir,Rafael Yglesias,Jeff Bridges|Isabella Rossellini|Rosie Perez
449,Comedy,Fear of a Black Hat (1993),3 June 1994 (USA),Rusty Cundieff,Rusty Cundieff,Larry B. Scott|Mark Christopher Lawrence|Rusty Cundieff
450,Comedy|Drama,With Honors (1994),29 April 1994 (USA),Alek Keshishian,William Mastrosimone,Joe Pesci|Brendan Fraser|Moira Kelly
451,Drama|Mystery|Romance,Flesh and Bone (1993),5 November 1993 (USA),Steve Kloves,Steve Kloves,Dennis Quaid|Meg Ryan|James Caan
452,Drama,Widows' Peak (1994),15 April 1994 (UK),John Irvin,Hugh Leonard,Joan Plowright|Mia Farrow|Natasha Richardson
453,Comedy,For Love or Money (1993),1 October 1993 (USA),Barry Sonnenfeld,Mark Rosenthal,Michael J. Fox|Gabrielle Anwar|Anthony Higgins
454,Drama|Thriller,"Firm, The (1993)",30 June 1993 (USA),Sydney Pollack,John Grisham|David Rabe,Tom Cruise|Jeanne Tripplehorn|Gene Hackman
455,Adventure|Children's|Drama,Free Willy (1993),16 July 1993 (USA),Simon Wincer,Keith Walker|Keith Walker,Jason James Richter|Lori Petty|Michael Madsen
456,Drama,Fresh (1994),15 June 1994 (France),Boaz Yakin,Boaz Yakin,Sean Nelson|Giancarlo Esposito|Samuel L. Jackson
457,Action|Thriller,"Fugitive, The (1993)",12 November 1994 (China),Andrew Davis,Jeb Stuart|David Twohy,Harrison Ford|Tommy Lee Jones|Sela Ward
458,Drama|Western,Geronimo: An American Legend (1993),10 December 1993 (USA),Walter Hill,John Milius|John Milius,Jason Patric|Gene Hackman|Robert Duvall
459,Action,"Getaway, The (1994)",11 February 1994 (USA),Roger Donaldson,Jim Thompson|Walter Hill,Alec Baldwin|Kim Basinger|Michael Madsen
460,Comedy,Getting Even with Dad (1994),17 June 1994 (USA),Howard Deutch,Tom S. Parker,Macaulay Culkin|Ted Danson|Glenne Headly
461,Drama|Romance,Go Fish (1994),8 July 1994 (USA),Rose Troche,Guinevere Turner,V.S. Brodie|Guinevere Turner|T. Wendy McMillan
462,Action|Adventure,"Good Man in Africa, A (1994)","September 9, 1994 ",Bruce Beresford,William Boyd|William Boyd|William Boyd,Colin Friels|Sean Connery|Joanne Whalley|Colin Friels|Sean Connery|Joanne Whalley|Colin Friels|Sean Connery|Joanne Whalley|Colin Friels|Sean Connery|Joanne Whalley
463,Crime|Drama|Thriller,Guilty as Sin (1993),"June 4, 1993 ",Sidney Lumet,Larry Cohen|Larry Cohen|Larry Cohen,Rebecca De Mornay|Don Johnson|Stephen Lang|Rebecca De Mornay|Don Johnson|Stephen Lang|Rebecca De Mornay|Don Johnson|Stephen Lang|Rebecca De Mornay|Don Johnson|Stephen Lang
464,Action|Adventure|Crime|Thriller,Hard Target (1993),20 August 1993 (USA),John Woo,Chuck Pfarrer,Jean-Claude Van Damme|Lance Henriksen|Yancy Butler
465,Action|Drama|War,Heaven & Earth (1993),"January 7, 1994 ",Oliver Stone,Le Ly Hayslip|Jay Wurts|James Hayslip|Le Ly Hayslip|Jay Wurts|James Hayslip|Le Ly Hayslip|Jay Wurts|James Hayslip|Le Ly Hayslip|Jay Wurts|James Hayslip|Le Ly Hayslip|Jay Wurts|James Hayslip|Le Ly Hayslip|Jay Wurts|James Hayslip,Hiep Thi Le|Tommy Lee Jones|Haing S. Ngor|Hiep Thi Le|Tommy Lee Jones|Haing S. Ngor|Hiep Thi Le|Tommy Lee Jones|Haing S. Ngor|Hiep Thi Le|Tommy Lee Jones|Haing S. Ngor
466,Action|Comedy|War,Hot Shots! Part Deux (1993),21 May 1993 (USA),Jim Abrahams,Jim Abrahams|Pat Proft,Charlie Sheen|Lloyd Bridges|Valeria Golino
467,Comedy,Live Nude Girls (1995),8 December 1995 (USA),Julianna Lavin,Julianna Lavin,Dana Delany|Kim Cattrall|Cynthia Stevenson
468,Comedy|Romance,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",4 August 1995 (UK),Christopher Monger,Ifor David Monger,Hugh Grant|Tara Fitzgerald|Colm Meaney
469,Drama|Romance,"House of the Spirits, The (1993)",21 October 1993 (Germany),Bille August,Isabel Allende,Jeremy Irons|Meryl Streep|Maria Conchita Alonso
470,Comedy,House Party 3 (1994),12 January 1994 (USA),Eric Meza,Reginald Hudlin|David Toney,Christopher Reid|Christopher Martin|David Edwards
471,Comedy|Romance,"Hudsucker Proxy, The (1994)",11 March 1994 (USA),Joel Coen|Ethan Coen,Ethan Coen|Joel Coen,Tim Robbins|Paul Newman|Jennifer Jason Leigh
472,Comedy|Drama,I'll Do Anything (1994),4 February 1994 (USA),James L. Brooks,James L. Brooks,Nick Nolte|Albert Brooks|Whittni Wright
473,Comedy|War,In the Army Now (1994),12 August 1994 (USA),Daniel Petrie Jr.,Steve Zacharias|Jeff Buhai,Pauly Shore|Lori Petty|Andy Dick
474,Action|Thriller,In the Line of Fire (1993),9 July 1993 (USA),Wolfgang Petersen,Jeff Maguire,Clint Eastwood|John Malkovich|Rene Russo
475,Drama,In the Name of the Father (1993),27 December 1993 (Ireland),Jim Sheridan,Gerry Conlon|Terry George,Daniel Day-Lewis|Pete Postlethwaite|Alison Crosbie
